ID_Cliente,Churn,Genero,Idoso,Parceiro,Dependentes,Meses_Contrato,Servico_Telefone,Multiplas_Linhas,Servico_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivo,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Contrato,Fatura_Online,Metodo_Pagamento,Gasto_Mensal,Gasto_Total
1680-VDCWW,Nao,Masculino,0,Sim,Nao,12,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Bank transfer (automatic),19.8,202.25
1682-VCOIO,Nao,Masculino,0,Nao,Nao,23,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Mailed check,20.45,481.1
1684-FLBGS,Nao,Feminino,0,Sim,Sim,23,Sim,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Sim,Credit card (automatic),69.5,1652.1
1685-BQULA,Nao,Feminino,0,Nao,Nao,40,Sim,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Sim,Bank transfer (automatic),93.4,3756.4
1685-VAYJF,Nao,Masculino,0,Nao,Nao,11,Sim,No,DSL,No,No,No,No,No,No,Month-to-month,Nao,Credit card (automatic),45.2,492.0
1686-STUHN,Nao,Masculino,0,Nao,Nao,42,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Bank transfer (automatic),19.8,849.9
1689-MRZQR,Sim,Masculino,0,Sim,Sim,34,Sim,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Nao,Electronic check,78.3,2564.3
1689-YQBYY,Nao,Feminino,0,Nao,Sim,12,Sim,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,76.6,893.0
1696-HXOWK,Nao,Feminino,0,Sim,Nao,71,Sim,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Nao,Mailed check,95.65,6856.95
1696-MZVAU,Nao,Masculino,0,Sim,Sim,39,Nao,Sem servico de telefone,DSL,No,No,No,No,No,No,One year,Sim,Credit card (automatic),25.25,947.75
1697-BCSHV,Nao,Feminino,0,Sim,Sim,58,Sim,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Sim,Bank transfer (automatic),66.8,3970.4
1697-LYYYX,Nao,Feminino,0,Sim,Sim,61,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Credit card (automatic),19.1,1143.8
1697-NVVGY,Nao,Masculino,1,Sim,Nao,19,Sim,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Nao,Bank transfer (automatic),66.4,1286.05
1698-XFZCI,Nao,Masculino,0,Nao,Nao,61,Sim,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Sim,Electronic check,107.75,6521.9
1699-HPSBG,Sim,Masculino,0,Nao,Nao,12,Sim,No,DSL,No,No,No,Yes,Yes,No,One year,Sim,Electronic check,59.8,727.8
1699-TLDLZ,Nao,Feminino,0,Sim,Sim,16,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Mailed check,19.7,301.55
1699-UOTXU,Nao,Masculino,0,Nao,Nao,60,Sim,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Nao,Electronic check,61.4,3638.25
1702-CCFNJ,Nao,Masculino,0,Sim,Nao,52,Sim,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Nao,Bank transfer (automatic),61.35,3169.55
1703-MGIAB,Nao,Feminino,0,Nao,Nao,17,Sim,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Sim,Mailed check,69.0,1108.0
1704-NRWYE,Sim,Feminino,1,Nao,Nao,9,Sim,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Sim,Electronic check,80.85,751.65
1705-GUHPV,Nao,Feminino,0,Nao,Nao,63,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Mailed check,24.2,1618.2
1707-HABPF,Nao,Feminino,1,Nao,Nao,46,Sim,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Sim,Bank transfer (automatic),91.3,4126.35
1708-PBBOA,Nao,Feminino,0,Nao,Nao,42,Nao,Sem servico de telefone,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Sim,Electronic check,54.75,2348.45
1709-EJDOX,Nao,Feminino,0,Sim,Sim,47,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Mailed check,19.75,948.9
1710-RCXUS,Nao,Masculino,0,Sim,Nao,51,Sim,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Sim,Credit card (automatic),90.35,4614.55
1716-LSAMB,Nao,Masculino,0,Sim,Sim,45,Sim,No,DSL,Yes,No,No,Yes,No,No,Two year,Nao,Bank transfer (automatic),54.65,2553.7
1722-LDZJS,Nao,Masculino,0,Sim,Sim,53,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Credit card (automatic),20.2,1068.15
1723-HKXJQ,Sim,Masculino,0,Nao,Nao,42,Sim,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Sim,Electronic check,101.75,4273.45
1724-BQUHA,Sim,Masculino,1,Nao,Nao,5,Sim,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sim,Electronic check,89.5,477.7
1724-IQWNM,Nao,Masculino,0,Nao,Sim,1,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Sim,Mailed check,19.3,19.3
1725-IQNIY,Sim,Masculino,0,Sim,Nao,54,Sim,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Nao,Bank transfer (automatic),109.75,6110.2
1725-MIMXW,Sim,Masculino,0,Nao,Sim,1,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Sim,Mailed check,19.45,19.45
1728-BQDMA,Nao,Feminino,0,Nao,Nao,2,Sim,No,DSL,No,No,No,No,No,No,Month-to-month,Nao,Electronic check,44.45,82.7
1728-CXQBE,Nao,Masculino,1,Sim,Nao,64,Sim,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Sim,Electronic check,94.25,6081.4
1729-VLAZJ,Nao,Feminino,0,Nao,Sim,10,Nao,Sem servico de telefone,DSL,Yes,Yes,No,Yes,No,No,One year,Nao,Mailed check,40.25,411.45
1730-VFMWO,Nao,Feminino,0,Sim,Nao,34,Sim,No,DSL,No,No,No,Yes,No,No,Month-to-month,Nao,Bank transfer (automatic),50.2,1815.3
1730-ZMAME,Nao,Feminino,1,Nao,Nao,32,Sim,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Sim,Electronic check,79.5,2665.0
1731-TVIUK,Sim,Feminino,0,Nao,Nao,4,Sim,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Sim,Electronic check,93.5,362.2
1732-FEKLD,Nao,Feminino,0,Nao,Nao,54,Sim,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Sim,Bank transfer (automatic),94.75,5121.75
1732-VHUBQ,Sim,Feminino,1,Sim,Sim,47,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Nao,Bank transfer (automatic),70.55,3309.25
1734-ZMNTZ,Nao,Feminino,0,Sim,Sim,11,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Mailed check,25.0,300.7
1735-XMJVH,Nao,Masculino,0,Sim,Sim,8,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Sim,Mailed check,19.35,152.6
1740-CSDJP,Sim,Masculino,0,Nao,Nao,1,Nao,Sem servico de telefone,DSL,No,No,No,No,No,Yes,Month-to-month,Sim,Bank transfer (automatic),35.25,35.25
1741-WTPON,Nao,Masculino,0,Sim,Sim,56,Sim,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Nao,Mailed check,115.85,6567.9
1744-JHKYS,Nao,Feminino,0,Sim,Nao,34,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Electronic check,24.7,780.2
1746-TGTWV,Nao,Masculino,0,Sim,Nao,1,Sim,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Nao,Credit card (automatic),75.35,75.35
1750-CSKKM,Sim,Masculino,0,Nao,Sim,9,Sim,No,DSL,No,No,No,No,Yes,No,Month-to-month,Nao,Electronic check,55.35,449.75
1751-NCDLI,Nao,Masculino,1,Sim,Nao,46,Sim,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Sim,Electronic check,98.85,4564.9
1752-OZXFY,Nao,Masculino,0,Sim,Nao,60,Sim,No,DSL,Yes,No,No,No,Yes,No,One year,Sim,Mailed check,59.8,3561.15
1754-GKYPY,Nao,Masculino,1,Sim,Nao,22,Sim,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sim,Bank transfer (automatic),89.75,1938.9
1755-FZQEC,Nao,Masculino,0,Nao,Nao,39,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Mailed check,19.9,791.15
1755-RMCXH,Nao,Masculino,0,Sim,Sim,2,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Mailed check,20.3,40.25
1757-TCATG,Nao,Masculino,0,Sim,Sim,35,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Bank transfer (automatic),20.05,746.75
1760-CAZHT,Nao,Masculino,0,Nao,Sim,25,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Mailed check,20.8,460.2
1761-AEZZR,Sim,Masculino,0,Nao,Nao,1,Sim,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Sim,Electronic check,79.55,79.55
1763-KUAAW,Nao,Feminino,1,Nao,Nao,18,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Bank transfer (automatic),20.35,369.6
1763-WQFUK,Nao,Masculino,0,Nao,Nao,3,Sim,No,DSL,No,No,No,Yes,No,No,Month-to-month,Sim,Mailed check,50.5,147.75
1764-VUUMT,Nao,Masculino,0,Nao,Sim,66,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Credit card (automatic),19.95,1269.1
1766-GKNMI,Nao,Masculino,0,Nao,Nao,29,Sim,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Sim,Electronic check,84.9,2516.2
1767-CJKBA,Nao,Masculino,0,Nao,Nao,66,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Mailed check,25.1,1697.7
1767-TGTKO,Nao,Feminino,0,Sim,Sim,8,Sim,No,DSL,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,45.45,411.75
1768-HNVGJ,Nao,Feminino,1,Nao,Nao,45,Sim,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Sim,Electronic check,70.05,3062.45
1768-ZAIFU,Sim,Feminino,1,Nao,Nao,1,Nao,Sem servico de telefone,DSL,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,25.2,25.2
1769-GRUIK,Nao,Feminino,0,Nao,Nao,18,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,71.1,1247.75
1771-OADNZ,Sim,Masculino,1,Sim,Nao,29,Sim,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Sim,Electronic check,95.9,2745.2
1775-KWJKQ,Nao,Masculino,0,Sim,Sim,72,Sim,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Nao,Credit card (automatic),89.85,6562.9
1776-SPBWV,Nao,Feminino,0,Sim,Sim,34,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Sim,Bank transfer (automatic),20.1,682.1
1777-JYQPJ,Nao,Masculino,0,Nao,Nao,2,Nao,Sem servico de telefone,DSL,No,No,No,No,No,No,Month-to-month,Nao,Mailed check,24.3,38.45
1779-PWPMG,Nao,Feminino,1,Sim,Nao,72,Sim,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Sim,Bank transfer (automatic),114.65,8333.95
1784-BXEFA,Nao,Feminino,0,Nao,Nao,10,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Sim,Mailed check,20.55,187.35
1784-EZDKJ,Nao,Masculino,0,Sim,Nao,51,Sim,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Sim,Bank transfer (automatic),106.8,5498.8
1785-BPHTP,Nao,Masculino,0,Sim,Sim,28,Sim,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Nao,Electronic check,85.45,2289.9
1790-NESIO,Nao,Feminino,0,Nao,Nao,13,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Sim,Mailed check,20.4,261.3
1791-PQHBB,Nao,Feminino,0,Nao,Sim,2,Sim,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Sim,Credit card (automatic),61.2,125.95
1792-UXAFY,Sim,Feminino,1,Nao,Nao,17,Sim,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Sim,Electronic check,89.15,1496.9
1794-HBQTJ,Sim,Feminino,0,Nao,Nao,1,Sim,No,DSL,Yes,No,No,No,No,No,Month-to-month,Sim,Credit card (automatic),48.6,48.6
1794-SWWKL,Nao,Masculino,0,Sim,Sim,15,Sim,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Sim,Bank transfer (automatic),59.65,867.1
1796-JANOW,Nao,Feminino,0,Nao,Nao,2,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Mailed check,19.95,38.15
1803-BGNBD,Nao,Feminino,0,Nao,Nao,12,Sim,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Sim,Electronic check,54.3,654.5
1809-DMJHQ,Sim,Feminino,0,Nao,Sim,5,Sim,No,DSL,No,No,No,No,No,No,Month-to-month,Nao,Mailed check,46.0,221.7
1810-BOHSY,Nao,Masculino,0,Sim,Nao,51,Sim,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Sim,Credit card (automatic),96.4,4911.05
1810-MVMAI,Nao,Masculino,0,Sim,Sim,30,Sim,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Nao,Electronic check,67.6,2000.2
1813-JLKWR,Nao,Feminino,0,Sim,Sim,64,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Bank transfer (automatic),19.8,1336.65
1813-JYWTO,Nao,Feminino,0,Sim,Nao,72,Sim,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Nao,Bank transfer (automatic),80.45,5737.6
1814-DKOLC,Nao,Feminino,0,Nao,Nao,5,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Mailed check,25.45,134.75
1814-WFGVS,Nao,Masculino,0,Sim,Sim,72,Nao,Sem servico de telefone,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Nao,Mailed check,48.9,3527.0
1816-FLZDK,Nao,Masculino,0,Nao,Nao,1,Nao,Sem servico de telefone,DSL,No,No,No,Yes,No,No,Month-to-month,Nao,Mailed check,29.15,29.15
1818-ESQMW,Nao,Feminino,0,Nao,Nao,27,Sim,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Sim,Electronic check,89.2,2383.6
1820-DJFPH,Nao,Feminino,0,Sim,Sim,72,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Sim,Bank transfer (automatic),24.05,1709.15
1820-TQVEV,Sim,Masculino,0,Nao,Nao,1,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,69.55,69.55
1821-BUCWY,Nao,Masculino,0,Nao,Nao,30,Sim,No,DSL,Yes,No,Yes,No,No,No,Two year,Sim,Mailed check,55.65,1653.85
1830-GGFNM,Nao,Masculino,0,Sim,Sim,65,Sim,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Nao,Credit card (automatic),94.55,6078.75
1830-IPXVJ,Nao,Feminino,0,Sim,Sim,61,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Credit card (automatic),19.75,1311.6
1832-PEUTS,Nao,Masculino,0,Sim,Sim,62,Sim,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Sim,Credit card (automatic),89.1,5411.65
1833-TCXKK,Nao,Masculino,0,Sim,Nao,45,Sim,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Sim,Bank transfer (automatic),107.75,4882.8
1833-VGRUM,Sim,Feminino,1,Nao,Nao,1,Sim,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,74.2,74.2
1834-ABKHQ,Nao,Feminino,0,Sim,Sim,52,Sim,No,DSL,No,No,Yes,No,No,No,One year,Sim,Bank transfer (automatic),50.95,2610.65
1834-WULEG,Nao,Masculino,0,Sim,Sim,24,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Mailed check,20.25,439.75
1837-YQUCE,Nao,Feminino,0,Nao,Nao,70,Nao,Sem servico de telefone,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Sim,Bank transfer (automatic),58.35,4214.25
1839-FBNFR,Nao,Feminino,0,Sim,Sim,39,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Sim,Bank transfer (automatic),19.85,854.8
1839-UMACK,Nao,Masculino,0,Nao,Nao,42,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Electronic check,25.05,949.85
1840-BIUOG,Nao,Masculino,0,Nao,Nao,20,Sim,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Sim,Electronic check,68.7,1416.2
1841-YSJGV,Nao,Masculino,0,Sim,Nao,72,Sim,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Sim,Credit card (automatic),109.95,7852.4
1842-EZJMK,Sim,Masculino,0,Sim,Sim,50,Sim,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Nao,Electronic check,103.7,5071.05
1843-TLSGD,Nao,Feminino,0,Sim,Sim,13,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Mailed check,20.85,272.35
1845-CSBRZ,Nao,Feminino,1,Sim,Sim,22,Sim,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Nao,Bank transfer (automatic),85.35,1961.6
1845-ZLLIG,Nao,Masculino,0,Nao,Nao,1,Sim,No,DSL,No,Yes,No,No,No,No,Month-to-month,Sim,Mailed check,50.15,50.15
1846-XWOQN,Sim,Feminino,1,Nao,Nao,1,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,70.15,70.15
1848-LBZHY,Nao,Feminino,0,Sim,Nao,7,Sim,No,DSL,Yes,No,No,No,No,No,Month-to-month,Sim,Bank transfer (automatic),50.3,355.1
1849-RJYIG,Nao,Feminino,0,Nao,Nao,8,Sim,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Sim,Electronic check,60.0,487.75
1850-AKQEP,Nao,Masculino,0,Nao,Sim,8,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Mailed check,20.35,178.7
1852-QSWCD,Nao,Masculino,0,Sim,Sim,64,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Sim,Mailed check,24.8,1514.85
1852-XEMDW,Nao,Masculino,0,Nao,Nao,22,Sim,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Nao,Mailed check,65.05,1427.55
1853-ARAAQ,Nao,Feminino,0,Nao,Nao,26,Nao,Sem servico de telefone,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Sim,Credit card (automatic),50.35,1277.5
1853-UDXBW,Sim,Masculino,0,Sim,Sim,1,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,70.0,70.0
1855-AGAWH,Nao,Masculino,0,Sim,Nao,31,Sim,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Sim,Electronic check,93.8,2939.8
1855-CFULU,Nao,Feminino,1,Nao,Nao,4,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Mailed check,20.05,91.45
1862-QRWPE,Nao,Feminino,0,Sim,Sim,48,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Bank transfer (automatic),20.65,1057.0
1862-SKORY,Sim,Feminino,1,Sim,Nao,40,Nao,Sem servico de telefone,DSL,No,Yes,No,No,Yes,No,Month-to-month,Sim,Electronic check,39.3,1637.4
1866-DIOQZ,Nao,Feminino,0,Sim,Nao,71,Nao,Sem servico de telefone,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Nao,Bank transfer (automatic),66.8,4689.15
1866-NXPSP,Nao,Feminino,0,Nao,Nao,36,Sim,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Sim,Mailed check,75.55,2680.15
1866-OBPNR,Nao,Masculino,0,Sim,Sim,1,Sim,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Nao,Credit card (automatic),74.6,74.6
1866-RZZQS,Sim,Masculino,1,Nao,Nao,41,Sim,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Sim,Electronic check,98.4,4187.75
1866-ZSLJM,Nao,Masculino,0,Nao,Nao,21,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Credit card (automatic),20.5,402.85
1867-BDVFH,Sim,Masculino,0,Sim,Sim,11,Sim,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,74.35,834.2
1867-TJHTS,Nao,Feminino,0,Nao,Nao,58,Sim,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Sim,Bank transfer (automatic),79.8,4526.85
1871-MOWRM,Sim,Masculino,0,Sim,Nao,12,Sim,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Nao,Bank transfer (automatic),80.85,866.45
1872-EBWSC,Nao,Feminino,0,Nao,Nao,29,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Mailed check,20.35,617.35
1875-QIVME,Sim,Feminino,0,Sim,Nao,2,Sim,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Sim,Electronic check,104.4,242.8
1877-HKBQX,Nao,Feminino,0,Nao,Nao,11,Sim,No,DSL,Yes,No,No,Yes,No,No,One year,Sim,Mailed check,54.6,617.85
1891-FZYSA,Sim,Masculino,1,Sim,Nao,69,Sim,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Sim,Electronic check,89.95,6143.15
1891-QRQSA,Nao,Masculino,1,Sim,Sim,64,Sim,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Sim,Bank transfer (automatic),111.6,7099.0
1891-UAWWU,Sim,Feminino,1,Sim,Nao,20,Sim,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Nao,Electronic check,90.8,1951.0
1894-IGFSG,Sim,Feminino,0,Nao,Nao,22,Sim,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Nao,Electronic check,89.25,1907.85
1895-QTKDO,Nao,Feminino,0,Nao,Nao,1,Sim,No,DSL,No,No,No,No,No,No,Month-to-month,Nao,Credit card (automatic),43.95,43.95
1897-OKVMW,Nao,Feminino,0,Sim,Sim,64,Sim,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Sim,Mailed check,90.6,5817.45
1897-RCFUM,Nao,Feminino,0,Sim,Sim,39,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Sim,Mailed check,24.2,914.6
1898-JSNDC,Nao,Feminino,0,Nao,Nao,39,Sim,No,DSL,No,Yes,No,No,Yes,No,One year,Sim,Credit card (automatic),58.6,2224.5
1899-VXWXM,Sim,Masculino,0,Nao,Nao,48,Sim,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Sim,Credit card (automatic),106.1,5082.8
1902-XBTFB,Sim,Masculino,0,Nao,Sim,22,Sim,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Sim,Electronic check,89.4,2001.5
1904-WAJAA,Nao,Feminino,0,Sim,Sim,24,Sim,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Nao,Electronic check,64.35,1558.65
1905-OEILC,Nao,Feminino,0,Nao,Nao,1,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Mailed check,19.5,19.5
1907-UBQFC,Sim,Masculino,1,Nao,Nao,10,Sim,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Sim,Electronic check,72.85,688.65
1907-YLNYW,Nao,Masculino,0,Nao,Nao,8,Sim,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Sim,Electronic check,66.7,579.0
1910-FMXJM,Nao,Feminino,0,Sim,Nao,36,Sim,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Nao,Electronic check,80.4,2937.65
1915-IOFGU,Sim,Feminino,0,Nao,Nao,1,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Nao,Electronic check,70.5,70.5
